UF,SP
Cidade,MIRACATU
Nome Posto,MIRACATU
Latitude,-24.27111111111111
Longitude,-47.46416666666667
Codigo,2447044
Qtd. Anos,70
Ano,Maxima
1951,9.8
1952,50.3
1953,78.1
1954,43.2
1955,58.4
1956,90.2
1957,61.2
1958,162
1959,65
1960,101.3
1961,79.6
1962,83.8
1963,86.8
1964,49
1965,50
1966,145.4
1967,69.2
1968,89.6
1969,88.8
1970,51.5
1971,50.5
1972,55.4
1973,75.8
1974,42.2
1975,131
1976,135.4
1977,95
1978,58.2
1979,99.2
1980,126.4
1981,71.8
1982,58.2
1983,92.4
1984,102.6
1985,42
1986,91.8
1987,80
1988,61.2
1989,123.8
1990,69
1991,86.3
1992,114.6
1993,100
1994,81.8
1995,72.4
1996,162.2
1997,52.2
1998,130.6
1999,98.4
2000,109.9
2001,80
2002,65.3
2003,87.2
2004,115.7
2005,105.2
2006,81.4
2007,66.3
2008,154.3
2009,162.5
2010,81.2
2011,79.5
2012,146
2013,88
2014,285
2015,40.5
2016,68.3
2017,72.4
2018,100.8
2019,85.3
2020,78.8
