UF,SP
Cidade,DESCALVADO
Nome Posto,FAZENDA SANTA RITA
Latitude,-21.966666666666665
Longitude,-47.7
Codigo,2147043
Qtd. Anos,60
Ano,Maxima
1955,68.4
1956,92.3
1957,91.1
1958,92.7
1959,65.2
1960,81.2
1961,78.8
1962,78.7
1963,59
1964,68.9
1965,107.3
1966,88.4
1967,71
1968,46.8
1969,68.2
1970,129
1971,59.2
1972,89.4
1973,65.4
1974,141.8
1975,123.7
1976,85.1
1977,84.9
1978,69.6
1979,61
1980,166.8
1981,108.2
1982,65.7
1983,83.3
1984,63.5
1985,66.8
1986,80.8
1987,113
1988,58.5
1989,70.9
1990,61.5
1991,119.5
1992,75.2
1993,72.4
1994,72.5
1995,80
1996,113
1997,61.5
1998,66.2
1999,79.3
2000,108
2001,70.2
2002,83.5
2003,63
2004,82.3
2005,72
2006,76.7
2007,186.2
2008,75.4
2009,79.5
2010,94.6
2011,98
2012,75
2013,87.5
2014,40.5
