UF,SP
Cidade,ARACATUBA
Nome Posto,MAJOR PRADO
Latitude,-20.866666666666667
Longitude,-50.483333333333334
Codigo,2050019
Qtd. Anos,45
Ano,Maxima
1970,56.3
1971,83.3
1972,54.8
1973,115.2
1974,76.3
1975,65.7
1976,69
1977,97.5
1978,65.5
1979,91.5
1980,97
1981,79.7
1982,119.5
1983,123.5
1984,64.5
1985,61.8
1986,79.7
1987,78
1988,108.4
1989,72.5
1990,72.7
1991,75
1992,101.8
1993,97.6
1994,62.2
1995,120.1
1996,50.2
1997,68.7
1998,67.6
1999,55.2
2000,56.6
2001,92.3
2002,56.9
2003,111.5
2004,75
2005,91
2006,74.5
2007,100
2008,90
2009,96
2010,90
2011,112
2012,76.7
2013,63.8
2014,51.2
