UF,SP
Cidade,SAO JOSE DOS CAMPOS
Nome Posto,BAIRRO CAJURU
Latitude,-23.216666666666665
Longitude,-45.78333333333333
Codigo,2345020
Qtd. Anos,46
Ano,Maxima
1960,60.9
1961,57.2
1962,135
1963,67
1964,64
1965,60.8
1966,55.8
1967,138.6
1968,72.3
1969,36.9
1970,55.1
1971,49.1
1972,44.2
1973,74.2
1974,51.7
1975,57.3
1976,70
1977,112.1
1978,80
1979,85.2
1980,62.3
1981,78.2
1982,114
1983,66.5
1984,68.4
1985,57.1
1986,56.4
1987,70.7
1988,63.3
1989,78.4
1990,42.2
1991,77.4
1992,63.4
1993,71.5
1994,64.1
1995,60.3
1996,80.4
1997,91.5
1998,51.1
1999,61.1
2000,51.9
2001,64
2002,42.3
2003,66.9
2004,50.1
2005,66.7
