UF,SP
Cidade,FERNANDO PRESTES
Nome Posto,FERNANDO PRESTES
Latitude,-21.266666666666666
Longitude,-48.68333333333333
Codigo,2148017
Qtd. Anos,42
Ano,Maxima
1959,30.5
1960,96
1961,97.8
1962,207
1963,67.2
1964,118
1965,67.1
1966,58.3
1967,80.7
1968,75.6
1969,110
1970,91.8
1971,65.7
1972,115.7
1973,92.3
1974,109.2
1975,65.3
1976,73.4
1977,59.7
1978,93.4
1979,74.3
1980,70.4
1981,54.5
1982,72.8
1983,102.1
1984,58.7
1985,113.4
1986,74.5
1987,83.9
1988,110.4
1989,100.5
1990,64.9
1991,75.8
1992,55.4
1993,103.2
1994,49.2
1995,103.1
1996,82.1
1997,131.2
1998,53.2
1999,57.1
2000,128.1
