UF,SP
Cidade,CUBATAO
Nome Posto,RODOVIA ANCHIETA - COTA 400
Latitude,-23.883333333333333
Longitude,-46.483333333333334
Codigo,2346084
Qtd. Anos,45
Ano,Maxima
1950,171.4
1951,138.5
1952,222.1
1953,182.2
1954,174.8
1955,122
1956,162.8
1957,121
1958,177.5
1959,168
1960,105.5
1961,153.2
1962,108.5
1963,94.5
1964,90
1965,150
1966,210
1967,81
1968,80
1969,290
1970,180
1971,227
1972,166.1
1973,184.5
1974,85.4
1975,242.6
1976,364.8
1977,142.1
1978,182.6
1979,197.1
1980,168.6
1981,130.9
1982,183.5
1983,119.5
1984,122.4
1985,153.5
1986,170.4
1987,146.2
1988,156.8
1989,220.2
1990,272.9
1991,134
1992,291.6
1993,328
1994,325.9
