UF,SP
Cidade,ITAPORANGA
Nome Posto,MOSTEIRO ITAPORANGA
Latitude,-23.7
Longitude,-49.483333333333334
Codigo,2349022
Qtd. Anos,56
Ano,Maxima
1937,112.5
1938,54.2
1939,59.2
1940,79
1941,67
1942,66
1943,120.5
1944,89
1959,43.5
1960,60.8
1961,59.5
1962,68
1963,43.5
1964,64.8
1965,65.2
1966,65
1967,52.3
1968,67.1
1969,58.8
1970,71.7
1971,95.7
1972,131.5
1973,67.5
1974,97.7
1975,113.4
1976,75
1977,103.9
1978,63.3
1979,61.8
1980,104.3
1981,83.5
1982,88.8
1983,98.4
1984,104.2
1985,58.4
1986,70
1987,73.8
1988,59.1
1989,98.2
1990,80.3
1991,74.2
1992,94.3
1993,87
1994,152.6
1995,89.4
1996,66.5
1997,105.8
1998,84.5
1999,82.3
2000,86.4
2001,90.3
2002,72
2003,84.5
2004,101.7
2005,183.5
2006,65.7
