UF,SP
Cidade,PRESIDENTE VENCESLAU
Nome Posto,PRESIDENTE VENCESLAU
Latitude,-21.883333333333333
Longitude,-51.833333333333336
Codigo,2151020
Qtd. Anos,58
Ano,Maxima
1955,54
1956,108.5
1957,44.2
1958,195
1959,82.3
1960,109.8
1961,83.4
1962,59.2
1963,42.3
1964,57.8
1965,60.2
1966,65.4
1967,71.5
1968,73.3
1969,78
1970,65
1971,90.1
1972,100.2
1973,90.6
1974,60.8
1975,75.5
1976,77.5
1977,79.1
1978,50.9
1979,72.7
1980,180.1
1981,72.6
1982,80.2
1983,61.3
1984,77.8
1985,80.3
1986,72.4
1987,86.3
1988,76.5
1989,79.2
1990,64.9
1991,73.5
1992,86.9
1993,104.6
1994,72
1995,101.7
1996,76.1
1997,67.3
1998,68
2001,46.6
2002,79.3
2003,103.1
2004,94.3
2005,156.9
2006,107.2
2007,65.2
2008,85.1
2009,89.8
2010,148.5
2011,91.3
2012,96.3
2013,234.3
2014,58.9
