UF,SP
Cidade,MOGI DAS CRUZES
Nome Posto,FAZENDA SANTO ANGELO
Latitude,-23.583333333333332
Longitude,-46.233333333333334
Codigo,2346049
Qtd. Anos,56
Ano,Maxima
1937,87.2
1938,37.4
1939,40
1940,62.7
1941,72.5
1943,36.4
1944,70
1945,62
1946,51.4
1947,42.2
1953,80.2
1954,45.5
1955,60.5
1956,74.8
1957,70.6
1958,57.5
1959,44.3
1960,72.5
1961,79
1962,74.5
1963,63.2
1964,60.4
1965,82.3
1966,80
1967,55.7
1968,74.3
1969,74.2
1970,108.7
1971,65
1972,58.5
1973,55
1974,95.7
1975,64.8
1976,91.6
1977,118.8
1978,92.2
1979,52.4
1980,84.2
1981,84.9
1982,84.9
1983,120.8
1984,50.8
1985,74.8
1986,118.5
1987,93.3
1988,69.8
1989,96.7
1990,103.4
1991,85.8
1992,72.5
1993,80.2
1994,85.8
1995,52.3
1996,105.9
1997,58.9
1998,80
