UF,SP
Cidade,BOTUCATU
Nome Posto,BAIRRO ANHUMAS
Latitude,-22.933333333333334
Longitude,-48.3
Codigo,2248048
Qtd. Anos,48
Ano,Maxima
1970,55.3
1971,60.2
1972,95.7
1973,73.3
1974,84.8
1975,127.1
1976,74.8
1977,96.5
1978,69.3
1979,41
1980,52.5
1981,56.2
1982,85
1983,82.2
1984,71.7
1985,113
1986,75
1987,96
1988,81
1989,110
1990,102.7
1991,71.5
1992,169
1993,92.3
1994,85
1995,87.4
1996,100
1997,83.4
1998,61
1999,120
2000,70
2001,60
2002,98
2003,110
2004,120
2005,180
2006,60
2007,70
2009,53
2010,71.8
2011,46
2012,73.3
2013,63
2014,69.5
2015,122
2016,73.5
2017,71
2018,50
