UF,SP
Cidade,MARTINOPOLIS
Nome Posto,FAZENDA FORMOSA
Latitude,-22.416666666666668
Longitude,-51.166666666666664
Codigo,2251052
Qtd. Anos,42
Ano,Maxima
1972,109.3
1973,102.3
1974,57.9
1975,119.1
1976,126.8
1977,63.8
1978,130
1979,70
1980,163
1981,83.9
1982,132.8
1983,132.2
1984,104.7
1985,54.3
1986,77.1
1987,90.7
1988,68.8
1989,75.1
1990,125.2
1991,80.7
1992,77.3
1993,123.1
1994,88.5
1995,51.5
1996,60
1997,60
1998,75.2
1999,101.9
2000,80.1
2001,57.7
2002,90
2003,85
2005,87.6
2006,82.1
2007,78.9
2008,75.7
2009,84.8
2010,87
2011,73.2
2012,137
2013,102.5
2014,46.9
