UF,SP
Cidade,JUQUIA
Nome Posto,ESCALVADO
Latitude,-24.35
Longitude,-47.71666666666667
Codigo,2447018
Qtd. Anos,54
Ano,Maxima
1961,8.9
1962,13.6
1963,36.7
1964,59
1965,123.5
1966,62.3
1967,71.5
1968,31.9
1969,102.2
1970,205.1
1971,76.2
1972,131.7
1973,85.2
1974,153.8
1975,76.9
1976,87.8
1977,114.3
1978,64.7
1979,106.4
1980,75.1
1981,79.1
1982,87.7
1983,157.9
1984,77
1985,96.7
1986,99.4
1987,73.2
1988,70.5
1989,95.5
1990,70
1991,117
1992,104.2
1993,60
1994,76.7
1995,96.4
1996,148
1997,62.3
1998,85.5
1999,77.2
2000,99.3
2001,106.5
2002,108.3
2003,64
2004,143.9
2005,95.9
2006,129
2007,125.5
2008,57
2009,147.1
2010,118.8
2011,73.7
2012,81.5
2013,80
2014,64.3
