UF,SP
Cidade,SANDOVALINA
Nome Posto,FAZENDA VISTA BONITA
Latitude,-22.516666666666666
Longitude,-51.81666666666667
Codigo,2251015
Qtd. Anos,61
Ano,Maxima
1937,67.6
1938,64.5
1939,35
1957,83.5
1958,82.2
1959,105
1960,61
1961,49.5
1962,54
1963,74
1964,188.5
1965,72.5
1966,50
1967,67
1968,80
1969,71.5
1970,101
1971,99.7
1972,103.7
1973,48.3
1974,63.7
1975,70.7
1976,82.4
1977,85
1978,123.6
1979,79.2
1980,143.1
1981,58.6
1982,65.9
1983,107.3
1984,63.5
1985,95.8
1986,80.8
1987,132.8
1988,54.5
1989,120.5
1990,53.8
1991,102.1
1992,112.9
1993,82.8
1994,62.2
1995,86.5
1996,134.2
1997,62.8
1998,63.7
1999,150.5
2000,103
2001,65.2
2002,92.5
2003,65.7
2004,67.4
2005,82.4
2006,98.8
2007,84.7
2008,68.4
2009,116.6
2010,113.4
2011,78.4
2012,195.7
2013,160.4
2014,83.3
