UF,SP
Cidade,SANTA BRANCA
Nome Posto,SANTA BRANCA
Latitude,-23.36916666666667
Longitude,-45.900277777777774
Codigo,2345071
Qtd. Anos,69
Ano,Maxima
1952,72.6
1953,42.6
1954,88
1955,74.3
1956,44
1957,67.2
1958,81.6
1959,61.4
1960,62.2
1961,53.4
1962,86.8
1963,66.2
1964,52
1965,74.6
1966,82.2
1967,67.2
1968,55.4
1969,45.6
1970,63.9
1971,79.1
1972,53.6
1973,58.2
1974,58.2
1975,42.2
1976,86.2
1977,78.2
1978,54.2
1979,50.2
1980,70.4
1981,62.4
1982,50.2
1983,78.2
1984,49.3
1985,74.8
1986,69.6
1987,95
1988,76.5
1989,777.7
1990,70.4
1991,92.5
1992,157.9
1993,30.6
1994,44.9
1995,103.4
1996,79.5
1997,79
1998,61.7
1999,105.7
2000,99.8
2001,67.5
2002,60.2
2003,81.4
2004,94.9
2005,77.8
2006,81.8
2007,56.2
2008,112.9
2009,98.8
2010,100.8
2011,96.5
2012,48.8
2013,63.4
2014,51.6
2015,59.1
2016,58.9
2017,80.2
2018,54.2
2019,80.4
2020,44.9
