UF,SP
Cidade,MOGI-MIRIM
Nome Posto,MARTIM FRANCISCO
Latitude,-22.516666666666666
Longitude,-46.95
Codigo,2246015
Qtd. Anos,74
Ano,Maxima
1937,66.5
1938,26.4
1943,60
1944,82
1945,150
1946,120
1947,59
1948,76.3
1949,70.4
1950,51.5
1951,42
1952,52
1953,60.2
1954,68
1955,56.1
1956,100.9
1957,53.9
1958,95.1
1959,78.3
1960,76.8
1961,55.3
1962,120.6
1963,69.8
1964,55.2
1965,96.6
1966,65.7
1967,70.1
1968,55.6
1969,57.2
1970,131.6
1971,53.9
1972,64.2
1973,50.4
1974,51.5
1975,85
1976,73
1977,67.5
1978,96
1979,121
1980,70.3
1981,58.1
1982,60.3
1983,86.1
1984,69.3
1985,56.5
1986,75.3
1987,53.5
1988,82.5
1989,90.3
1990,60.7
1991,81.4
1992,64.8
1993,85.4
1994,91.1
1995,57.1
1996,100.1
1997,60
1998,63.3
1999,123.5
2000,140
2001,106.2
2002,54.9
2003,62.1
2004,58.4
2005,70.4
2006,86
2007,68.5
2008,108.3
2009,114.3
2010,76.5
2011,124.9
2012,56.1
2013,59.8
2014,66.1
