UF,SP
Cidade,IRAPURU
Nome Posto,IRAPURU
Latitude,-21.566666666666666
Longitude,-51.35
Codigo,2151011
Qtd. Anos,66
Ano,Maxima
1949,49.3
1950,87.8
1951,75.8
1952,56
1953,84.6
1954,114.5
1955,78.2
1956,65
1957,49
1958,76
1959,84
1960,62
1961,84
1962,75.5
1963,99
1964,92.6
1965,112.2
1966,98.5
1967,74.5
1968,65.2
1969,37.5
1970,66.1
1971,125.3
1972,80.4
1973,115
1974,80.6
1975,68.5
1976,87.7
1977,110
1978,45.3
1979,74.5
1980,89.5
1981,82
1982,134.7
1983,102.4
1984,103.5
1985,54.5
1986,60.1
1987,91.2
1988,112.6
1989,81.9
1990,72.3
1991,115.7
1992,47.7
1993,78.5
1994,56.3
1995,65.3
1996,80.9
1997,93.4
1998,54.8
1999,70.9
2000,94.3
2001,58.6
2002,63.7
2003,74.2
2004,135.9
2005,90.8
2006,85
2007,49.9
2008,66
2009,249.7
2010,71.6
2011,62.4
2012,99
2013,92.3
2014,52.6
