UF,SP
Cidade,SALTO DE PIRAPORA
Nome Posto,SALTO DE PIRAPORA
Latitude,-23.638333333333332
Longitude,-47.57333333333334
Codigo,2347060
Qtd. Anos,72
Ano,Maxima
1948,91.6
1949,75
1950,73.2
1951,50
1952,43.6
1953,58.6
1954,79.2
1955,174.8
1956,57.8
1957,82.6
1958,76.9
1959,135.3
1960,73.2
1961,73.8
1962,80.6
1963,325.8
1964,117.2
1965,74.4
1966,71
1967,73.6
1968,139
1969,59.6
1970,96
1971,770.8
1972,77.4
1973,65
1974,102
1975,100.2
1976,72
1977,93
1978,90
1979,98.4
1980,88
1981,137
1982,138
1983,74.4
1984,64.3
1985,66
1986,57.8
1987,61
1988,76.9
1989,69.7
1990,52
1991,64.3
1992,63.1
1993,72
1994,41.3
1995,88.3
1996,72.4
1997,55.5
1998,88.4
1999,67.6
2000,91
2001,110.3
2002,84.5
2003,100.8
2004,204
2005,87.5
2006,78.7
2007,70
2008,66.3
2009,82.7
2010,68.5
2011,104.3
2012,81.2
2013,75.3
2014,52.4
2015,72.1
2016,68
2017,60.3
2018,110.5
2019,61.3
