UF,SP
Cidade,ELDORADO
Nome Posto,OURO LEVE
Latitude,-24.6
Longitude,-48.3
Codigo,2448019
Qtd. Anos,41
Ano,Maxima
1944,75
1945,78
1961,73.1
1962,77.7
1963,62.3
1964,73.6
1965,95.5
1966,124.8
1967,65.7
1968,76
1969,90
1970,62.6
1971,76
1972,57.1
1973,68.5
1974,107.6
1975,87.2
1976,55.9
1977,105
1978,69.8
1979,54.3
1980,67.1
1981,59.3
1982,73.2
1983,65.6
1984,62.2
1985,50.4
1986,66.4
1987,58.9
1988,73.4
1989,76.2
1990,54.3
1991,82.3
1992,82.3
1993,75.3
1994,104.3
1995,59.5
1996,100.7
1997,63.7
1998,99.5
1999,82.2
