UF,SP
Cidade,ANGATUBA
Nome Posto,FAZENDA BEM VINDA
Latitude,-23.516666666666666
Longitude,-48.55
Codigo,2348063
Qtd. Anos,43
Ano,Maxima
1958,32.3
1959,47.7
1960,63.9
1961,60.2
1962,75.5
1963,52.2
1964,79.7
1965,78.4
1966,97.8
1967,58.4
1968,61.5
1969,63
1970,73.8
1971,60
1972,68.4
1973,88.9
1974,55
1975,163
1976,89.5
1977,141.7
1978,76.8
1979,60.2
1980,95.2
1981,75.1
1982,72.5
1983,68.7
1984,54.5
1985,55.5
1986,79.3
1987,81.1
1988,87.2
1989,81.8
1990,71.3
1991,74
1992,81.7
1993,64.5
1994,72
1995,55.8
1996,46.7
1997,99.5
1998,66.7
1999,92.5
2000,45
