UF,SP
Cidade,CUNHA
Nome Posto,CAMPOS DE CUNHA
Latitude,-22.921111111111113
Longitude,-44.82222222222222
Codigo,2244048
Qtd. Anos,54
Ano,Maxima
1967,59.6
1968,69
1969,51.4
1970,52.2
1971,66.4
1972,60
1973,95
1974,61.4
1975,85
1976,61
1977,79.4
1978,64.2
1979,52
1980,50
1981,77
1982,68.4
1983,53.4
1984,54.2
1985,100.4
1986,73.2
1987,57.6
1988,87.8
1989,56.5
1990,62.8
1991,61.2
1992,67.4
1993,76.5
1994,113
1995,62.2
1996,79.2
1997,45.6
1998,60.5
1999,55.3
2000,104.5
2001,47.2
2002,170.2
2003,48
2004,54
2005,54.8
2006,77.6
2007,42.9
2008,42
2009,65.9
2010,165
2011,86.8
2012,50.5
2013,73.8
2014,64.4
2015,80.7
2016,44.6
2017,45.2
2018,60.7
2019,71.4
2020,40.3
