UF,SP
Cidade,RIBEIRAO DO SUL
Nome Posto,RIVERSUL
Latitude,-23.833333333333332
Longitude,-49.43333333333333
Codigo,2349025
Qtd. Anos,59
Ano,Maxima
1939,50
1940,54
1941,50.5
1942,110.9
1943,49.8
1944,83.5
1945,72.2
1946,60.2
1947,67.8
1948,81.2
1949,79.2
1950,130.5
1951,62.5
1952,48.6
1953,57.5
1954,127.4
1955,49.3
1956,97.3
1957,70.1
1958,76
1959,59.5
1960,90
1961,89
1962,52.6
1963,69.3
1964,75.5
1965,88.6
1966,58.2
1967,65.3
1968,80.1
1969,52.1
1970,87.2
1971,62.1
1972,80.1
1973,61
1974,87.8
1975,72.4
1976,59.4
1977,76.3
1978,61
1979,60.9
1980,76.3
1981,66.7
1982,69.5
1983,186.2
1984,78.6
1985,42.7
1986,52.8
1987,56.4
1988,62.5
1989,115.6
1990,77.2
1991,69.7
1992,59.7
1993,68
1994,106.3
1995,52.8
1996,82
1997,66.3
