UF,SP
Cidade,SAO JOSE DOS CAMPOS
Nome Posto,CAPUAVA
Latitude,-23.283333333333335
Longitude,-45.833333333333336
Codigo,2345156
Qtd. Anos,41
Ano,Maxima
1960,85.2
1961,38.1
1962,93.7
1963,60.3
1964,52.2
1965,77
1966,84
1967,77.4
1968,70.2
1969,45
1970,94
1971,58.5
1972,52.8
1973,81.3
1974,70.3
1975,39.9
1976,53.5
1977,78.5
1978,84.7
1979,90.9
1980,60
1981,53
1982,80.7
1983,80.4
1984,66.9
1985,79.5
1986,64
1987,64.7
1988,63
1989,55.4
1990,45.7
1991,98
1992,52.5
1993,43
1994,100.3
1995,70
1996,31.3
1997,30
1998,53.3
1999,62.3
2000,90.4
