UF,SP
Cidade,NATIVIDADE DA SERRA
Nome Posto,NATIVIDADE DA SERRA
Latitude,-23.383333333333333
Longitude,-45.45
Codigo,2345032
Qtd. Anos,74
Ano,Maxima
1940,86
1941,54.2
1942,63.2
1943,51.8
1944,131
1945,59.1
1946,62.8
1947,61.2
1948,60
1949,54.6
1950,78.6
1951,50.6
1952,51.9
1953,60.1
1954,38.2
1955,48
1956,57.2
1957,58.6
1958,87.2
1959,62.4
1960,79.9
1961,52.2
1962,61.6
1963,84.8
1964,64.2
1965,66.7
1966,96.8
1967,84
1968,71.7
1969,94.7
1971,49
1972,42.1
1973,69.8
1974,148.7
1975,82.4
1976,45.8
1977,81.3
1978,65
1979,58.9
1980,94.5
1981,34.8
1982,61.2
1983,53.1
1984,90.7
1985,70.3
1986,57.4
1987,62.1
1988,58.6
1989,58.4
1990,49.7
1991,43.4
1992,63.2
1993,34.4
1994,51.9
1995,44.6
1996,36.3
1997,78.1
1998,74.1
1999,78.3
2000,86.4
2001,57.9
2002,48.1
2003,49.2
2004,24.9
2005,46.2
2006,54
2007,41.8
2008,107.4
2009,74.2
2010,88.6
2011,62.7
2012,69
2013,68
2014,60.1
