UF,SP
Cidade,ITATINGA
Nome Posto,LOBO
Latitude,-22.999722222222225
Longitude,-48.7
Codigo,2248032
Qtd. Anos,54
Ano,Maxima
1960,72.8
1961,51.3
1962,75.6
1963,81.1
1964,101.1
1965,25.9
1966,29.8
1967,34.7
1968,48.8
1969,63.3
1970,91.6
1971,54.8
1972,121.7
1973,66.5
1974,132.6
1975,85.9
1976,77.2
1977,79.2
1978,76.1
1979,51.8
1980,89.7
1981,91.9
1982,94.7
1983,99.8
1984,48.8
1985,78.6
1986,67.4
1987,92.4
1988,62.5
1989,140.6
1990,79.5
1991,84.5
1992,70
1993,86.6
1994,141.5
1995,67.5
1996,80.3
1997,87.3
1998,91.8
1999,123.8
2000,92.8
2001,63.5
2002,117.4
2003,60.6
2005,54
2006,62.2
2007,48.5
2008,57.1
2009,70
2010,91.3
2011,134.5
2012,122.3
2013,76.7
2014,58.5
