UF,SP
Cidade,COTIA
Nome Posto,CAUCAIA DO ALTO
Latitude,-23.683333333333334
Longitude,-47.016666666666666
Codigo,2347046
Qtd. Anos,63
Ano,Maxima
1936,72.2
1937,38.9
1938,55.2
1939,60.5
1940,80.5
1941,95.1
1942,140.4
1943,70.8
1944,100
1945,200
1946,108.3
1947,320
1949,5.1
1950,350.5
1966,89
1967,52
1968,74.4
1969,69.8
1970,95
1971,98.6
1972,97.8
1973,95.8
1974,76.3
1975,72.8
1976,71.9
1977,66.3
1978,97
1979,56.1
1980,46
1981,67.1
1982,96.8
1983,67.9
1984,68.5
1985,71.5
1986,69.1
1987,63.2
1988,69.1
1989,55.3
1990,56.5
1991,69.6
1992,66.5
1993,52.9
1994,62.7
1995,50.1
1996,51.7
1997,58
1998,72
1999,90.3
2000,68.5
2001,70.2
2002,85.9
2003,62
2004,73.7
2005,107.5
2006,85.8
2007,61.7
2008,63.8
2009,74.2
2010,103
2011,62
2012,60.1
2013,105.1
2014,44.7
