UF,SP
Cidade,SANTA CRUZ DAS PALMEIRAS
Nome Posto,SANTA CRUZ DAS PALMEIRAS
Latitude,-21.833333333333332
Longitude,-47.25
Codigo,2147033
Qtd. Anos,65
Ano,Maxima
1936,94.4
1937,89.2
1938,70.3
1939,85
1940,87.3
1941,46.6
1942,60.1
1943,91
1944,61
1945,92.4
1946,50.8
1947,600
1948,71.5
1949,52.5
1950,96.3
1951,61.7
1952,60.2
1953,44
1954,56
1955,42.7
1956,60.3
1957,61.7
1958,100.7
1959,61.2
1960,120.4
1961,74.8
1962,89.5
1963,78.5
1964,79.5
1965,68.5
1966,80
1967,64.5
1968,44
1969,59.2
1970,134
1971,83
1972,84.2
1973,60.5
1974,59.4
1975,77.2
1976,76.5
1977,97.6
1978,61.8
1979,62.9
1980,61.7
1981,62.1
1982,57.8
1983,81.8
1984,65.4
1985,71.4
1986,100.4
1987,114.6
1988,110
1989,110.2
1990,92.3
1991,84.2
1992,86.7
1993,67
1994,83.7
1995,110
1996,113.2
1997,71.3
1998,70
1999,86.9
2000,83
