UF,SP
Cidade,BRAUNA
Nome Posto,FAZENDA N.S. APARECIDA
Latitude,-21.566666666666666
Longitude,-50.333333333333336
Codigo,2150024
Qtd. Anos,76
Ano,Maxima
1939,40.5
1940,85
1941,57
1942,88
1943,79.5
1944,91
1945,68
1946,68
1947,103
1948,120.2
1949,133
1950,55
1951,64
1952,76.7
1953,93.6
1954,90.5
1955,90.5
1957,87
1958,88.6
1959,53
1960,64
1962,77.9
1963,71.8
1964,71.5
1965,56
1968,80
1969,127.1
1970,74
1971,118.9
1972,136.7
1973,53
1974,46
1975,69
1976,99.7
1977,73.2
1978,88
1979,129.2
1980,164.2
1981,75.5
1982,121.8
1983,55
1984,79.1
1985,55
1986,85
1987,89.5
1988,66.8
1989,76.8
1990,86.2
1991,69.4
1992,63
1993,130
1994,140.3
1995,55.8
1996,109.7
1997,82.7
1998,96
1999,65.7
2000,71.3
2001,54.2
2002,50.4
2003,99.1
2004,52.1
2005,105.4
2006,54.4
2007,153.9
2008,94.5
2009,73.5
2010,58
2011,61.5
2012,101.6
2013,86.2
2014,52.2
2015,67.1
2016,86.5
2017,101.2
2018,75.8
