UF,SP
Cidade,SAO CAETANO DO SUL
Nome Posto,VILA PROSPERIDADE (GM)
Latitude,-23.616666666666667
Longitude,-46.55
Codigo,2346051
Qtd. Anos,72
Ano,Maxima
1943,15.6
1944,75.2
1945,79.2
1946,65.7
1947,74.8
1948,58.6
1949,66.5
1950,49
1951,56
1952,89
1953,62.7
1954,72.4
1955,54
1956,92.3
1957,53.2
1958,59.1
1959,51
1960,64
1961,68.5
1962,71
1963,62.6
1964,99.5
1965,74.9
1966,123
1967,78.9
1968,110.8
1969,68.6
1970,92.1
1971,94.5
1972,112
1973,65
1974,51.9
1975,44
1976,79.9
1977,85.3
1978,79.8
1979,69.7
1980,76.6
1981,93.6
1982,64.5
1983,117.5
1984,82
1985,67
1986,73
1987,95.7
1988,80.1
1989,59.7
1990,61
1991,115
1992,108.5
1993,68.6
1994,72.3
1995,69.5
1996,74.8
1997,75.3
1998,87.2
1999,71.5
2000,69
2001,94.8
2002,98.7
2003,54.7
2004,100.2
2005,125.5
2006,62.9
2007,68.1
2008,76.5
2009,113
2010,77.7
2011,69.8
2012,61.9
2013,94.1
2014,50.8
