UF,SP
Cidade,JERIQUARA
Nome Posto,JERIQUARA
Latitude,-20.316666666666666
Longitude,-47.583333333333336
Codigo,2047011
Qtd. Anos,53
Ano,Maxima
1939,49.6
1940,64
1941,67
1942,78.3
1943,94.2
1944,48.5
1945,63.7
1946,95.7
1947,60.4
1948,61.2
1949,70.4
1950,82.3
1951,76.4
1952,60
1953,80.1
1954,66.2
1955,76.2
1956,67.2
1957,81.3
1958,121
1959,70.8
1960,60.5
1961,108.4
1962,90.4
1963,75.5
1964,71.1
1965,76.7
1966,86.8
1967,76.9
1968,67.5
1969,100.3
1970,52.9
1971,112.5
1972,69.1
1983,30.9
1984,49.4
1985,70.8
1986,90.2
1987,49.1
1988,105.2
1989,290.6
1990,65.7
1991,117.9
1992,86.9
1993,75.3
1994,67
1995,99.8
1996,62.2
1997,125.5
1998,61.2
1999,64
2000,78
2001,62.2
