UF,SP
Cidade,BROTAS
Nome Posto,EST. FERROVIARIA CAMPO ALEGRE
Latitude,-22.23638888888889
Longitude,-47.95861111111111
Codigo,2247197
Qtd. Anos,42
Ano,Maxima
1978,77.2
1979,68
1980,100
1981,94.6
1982,104.2
1983,97.8
1984,83.4
1985,65.4
1986,82
1987,79
1988,75.2
1989,83.4
1990,74
1991,77.8
1992,99.5
1993,61.4
1994,75.8
1995,106.6
1996,68.4
1997,55.6
1998,60.2
1999,77.8
2000,116.6
2001,82.6
2002,130
2003,84
2004,96.4
2005,79.4
2006,78
2007,102.6
2008,42.6
2009,90.5
2010,75
2011,163
2012,82
2013,131.6
2014,49.7
2015,80
2016,107
2017,51
2018,65
2019,82
