UF,SP
Cidade,SANTO ANDRE
Nome Posto,PARANAPIACABA (ALTO DA SERRA)
Latitude,-23.783333333333335
Longitude,-46.3
Codigo,2346069
Qtd. Anos,63
Ano,Maxima
1936,111.7
1937,149.8
1938,180.3
1939,97.1
1940,142.3
1941,152.4
1942,165.1
1943,101.6
1944,254
1945,152.4
1946,190.5
1947,218.4
1948,203.2
1949,172.7
1950,127
1951,152.4
1952,203.9
1953,139.7
1954,109.2
1955,134.6
1956,210.8
1957,86.3
1958,182.9
1959,180.3
1960,116.8
1961,205.7
1962,228.6
1963,91.5
1964,106.7
1965,132.1
1966,254
1967,177.8
1968,243.8
1969,127
1970,195.6
1971,116.8
1972,83.5
1973,189.2
1974,177
1975,247.5
1976,279.2
1977,175
1978,177.5
1979,186.4
1980,260
1981,98.7
1982,196.1
1983,235.3
1984,122.5
1985,210
1986,158.1
1987,119.7
1988,133.4
1989,78.9
1990,27.2
1991,75
1992,73.1
1993,192
1994,213.4
1995,165.6
1996,140.6
1997,49.8
1998,36
