UF,SP
Cidade,ANALANDIA
Nome Posto,ANALANDIA
Latitude,-22.133333333333333
Longitude,-47.666666666666664
Codigo,2247004
Qtd. Anos,82
Ano,Maxima
1937,70.2
1938,80.1
1939,136.5
1940,60.2
1941,80.2
1942,60.4
1943,80.5
1944,53.4
1945,60.8
1946,53.4
1947,94
1948,70.3
1949,56
1950,70.1
1951,95
1952,36
1953,81.4
1954,46
1955,76
1956,60
1957,59.6
1958,94.3
1959,59.9
1960,157.2
1961,60.7
1962,88.7
1963,63.7
1964,54
1965,65
1966,78.3
1967,76
1968,52.2
1969,59.7
1970,84.2
1971,47.2
1972,59.2
1973,65.4
1974,58.2
1975,56.7
1976,56.7
1977,57.2
1978,74.6
1979,45.2
1980,84.5
1981,90.2
1982,69.3
1983,104.5
1984,73.6
1985,60.8
1986,86.1
1987,80.7
1988,64.3
1989,59.4
1990,63
1991,85
1992,65.7
1993,59.4
1994,68.4
1995,74.6
1996,87.5
1997,61.1
1998,55
1999,70.6
2000,100.3
2001,70.5
2002,83.9
2003,110
2004,121.1
2005,66.4
2006,57.2
2007,97.8
2008,86.5
2009,106.5
2010,63.5
2011,60.3
2012,86.2
2013,74.5
2014,66.8
2015,72.4
2016,103.4
2017,74.1
2018,71
