UF,SP
Cidade,PROMISSAO
Nome Posto,PROMISSAO
Latitude,-21.533333333333335
Longitude,-49.86666666666667
Codigo,2149069
Qtd. Anos,71
Ano,Maxima
1944,50
1945,108.7
1946,73.7
1947,94.4
1948,70.8
1949,70.7
1950,100.5
1951,90.4
1952,60.5
1953,73.6
1954,80.9
1955,63.4
1956,70.6
1957,80.8
1958,92.7
1959,40.3
1960,62.5
1961,54.5
1962,48
1963,58
1964,75.3
1965,67
1966,50
1967,55.5
1968,56
1969,43
1970,108.2
1971,55.6
1972,87
1973,79.5
1974,95.9
1975,105.2
1976,104.9
1977,86.2
1978,60.6
1979,122.1
1980,112.2
1981,57.7
1982,66.9
1983,105.7
1984,64.2
1985,81.2
1986,80.2
1987,82
1988,92.3
1989,65.5
1990,57.6
1991,62.2
1992,76.9
1993,88.6
1994,65.2
1995,92.9
1996,51.2
1997,78.9
1998,72.4
1999,87.8
2000,74.1
2001,115.5
2002,61.5
2003,52.1
2004,56.9
2005,58.2
2006,40.1
2007,52.2
2008,96.7
2009,37.4
2010,62.3
2011,80.3
2012,72.5
2013,88.6
2014,89.1
