UF,SP
Cidade,ALTAIR
Nome Posto,ALTAIR
Latitude,-20.516666666666666
Longitude,-49.05
Codigo,2049012
Qtd. Anos,72
Ano,Maxima
1943,72.7
1944,57.2
1945,100.1
1946,56.9
1947,94.5
1948,68.3
1949,70.3
1950,90.5
1951,89.8
1952,90.7
1953,87.1
1954,106
1955,56.3
1956,89
1957,105
1958,75
1959,88
1960,64
1961,87.7
1962,61
1963,76.8
1964,57.5
1965,97
1966,100.5
1967,65.5
1968,74.7
1969,42.5
1970,131.9
1971,80.3
1972,53.1
1973,60.3
1974,91.7
1975,107.9
1976,71
1977,63
1978,90
1979,136.3
1980,279.7
1981,46.5
1982,65
1983,68.6
1984,81.6
1985,83.9
1986,60.3
1987,88.6
1988,71.7
1989,116.2
1990,53.2
1991,115.1
1992,64.5
1993,53.4
1994,57
1995,80.8
1996,96.2
1997,69.3
1998,59
1999,69.4
2000,73.4
2001,110
2002,73.6
2003,89.9
2004,60.6
2005,88.9
2006,158.2
2007,84.5
2008,111.7
2009,134.3
2010,63.9
2011,94.7
2012,56
2013,96.6
2014,76.4
