UF,SP
Cidade,ARARAQUARA
Nome Posto,ARARAQUARA
Latitude,-21.783333333333335
Longitude,-48.166666666666664
Codigo,2148041
Qtd. Anos,78
Ano,Maxima
1937,81
1938,90
1939,123
1940,96
1941,65.5
1942,51.5
1943,89.8
1944,79.5
1945,94.5
1946,81
1947,79.5
1948,67.3
1949,96.7
1950,67.4
1951,72
1952,56.3
1953,115.6
1954,83.4
1955,64
1956,58
1957,65.5
1958,102.5
1959,80
1960,72
1961,97.5
1962,80.5
1963,90
1964,93
1965,71
1966,87.5
1967,49.8
1968,59
1969,68.4
1970,102.3
1971,65.2
1972,96.5
1973,76
1974,60.4
1975,77.7
1976,79.6
1977,102.8
1978,78
1979,57.2
1980,95.8
1981,71.9
1982,117.1
1983,151.6
1984,84.2
1985,67
1986,85.3
1987,85.1
1988,75
1989,69.4
1990,57
1991,116
1992,77.5
1993,44
1994,93.6
1995,129.4
1996,82.8
1997,78.5
1998,78
1999,122.2
2000,110
2001,103
2002,108.5
2003,107.4
2004,88.5
2005,76.3
2006,103.1
2007,132.6
2008,61.8
2009,103.5
2010,88
2011,96
2012,72.3
2013,86.2
2014,104.4
