UF,SP
Cidade,PIRASSUNUNGA
Nome Posto,PIRASSUNUNGA
Latitude,-21.999722222222225
Longitude,-47.416666666666664
Codigo,2147117
Qtd. Anos,76
Ano,Maxima
1939,35.2
1940,64.2
1941,56.4
1942,91.5
1943,140.2
1944,68
1945,90.5
1946,68
1947,81
1948,64
1949,68
1950,56
1951,63.7
1952,48.1
1953,100.2
1954,69
1955,65
1956,106.6
1957,62.7
1958,70
1959,70.8
1960,78.5
1961,88.6
1962,84.5
1963,100.6
1964,89
1965,78.5
1966,122.2
1967,62.8
1968,68
1969,72.5
1970,111.1
1971,54.6
1972,88.8
1973,57.5
1974,84.3
1975,76.8
1976,91.7
1977,77.9
1978,88.7
1979,63.5
1980,90.9
1981,103.9
1982,82.9
1983,105.7
1984,71.7
1985,71.2
1986,70.3
1987,101.9
1988,68.1
1989,74
1990,110.5
1991,87
1992,57
1993,52.2
1994,80
1995,91.4
1996,85.2
1997,53.6
1998,96.5
1999,130
2000,114
2001,64
2002,90.2
2003,99.9
2004,102
2005,77
2006,53.7
2007,113
2008,65.2
2009,78
2010,114
2011,60.2
2012,77
2013,62
2014,54.1
