UF,SP
Cidade,IEPE
Nome Posto,CAPISA
Latitude,-22.716666666666665
Longitude,-51.13333333333333
Codigo,2251019
Qtd. Anos,54
Ano,Maxima
1960,69.8
1961,64.2
1962,76.6
1963,87.6
1964,149.8
1965,66.3
1966,69.6
1967,58.5
1968,105.8
1969,59.2
1970,77.3
1971,86
1972,101.8
1973,103.8
1974,74.2
1975,61.1
1976,96.7
1977,72.9
1978,86.6
1979,58.9
1980,116.1
1981,68.1
1982,91.8
1983,113.1
1984,59.8
1985,60.3
1986,95.5
1987,81.5
1988,83.2
1989,98.4
1990,87.3
1991,123.9
1992,58.7
1993,83.2
1994,79
1995,73.9
1996,86
1997,105.8
1998,73.2
1999,122.1
2000,83.5
2001,96
2002,73.1
2003,63.2
2005,135.5
2006,81.5
2007,105.4
2008,60
2009,79
2010,105.2
2011,121.5
2012,110.1
2013,104.5
2014,81.8
