UF,SP
Cidade,PINDORAMA
Nome Posto,ESTACAO EXPERIMENTAL
Latitude,-21.216666666666665
Longitude,-48.9
Codigo,2148012
Qtd. Anos,79
Ano,Maxima
1936,99
1937,60
1938,116.6
1939,93.6
1940,97
1941,90.4
1942,90.5
1943,74.3
1944,79.7
1945,75
1946,56.2
1947,88
1948,71
1949,84.2
1950,125.7
1951,105
1952,113.3
1953,57.7
1954,90
1955,68.2
1956,75.8
1957,58.5
1958,71.5
1959,137
1960,68.5
1961,65
1962,72
1963,66.6
1964,90.3
1965,85.6
1966,96.5
1967,58
1968,58.7
1969,54.5
1970,66
1971,119.5
1972,72.3
1973,128
1974,55.3
1975,96
1976,91.2
1977,77.8
1978,100.6
1979,135.5
1980,85.5
1981,74.4
1982,110.4
1983,190.5
1984,95.6
1985,86.1
1986,82
1987,105
1988,135.5
1989,140.5
1990,70.3
1991,187.6
1992,105
1993,125
1994,60.4
1995,97.4
1996,220
1997,154.6
1998,75.4
1999,63
2000,125.5
2001,45.5
2002,95.5
2003,75
2004,105.4
2005,66.5
2006,83.4
2007,85.4
2008,84.2
2009,115.2
2010,90.3
2011,142
2012,65.3
2013,86.9
2014,68.1
