UF,SP
Cidade,PILAR DO SUL
Nome Posto,USINA BATISTA
Latitude,-23.833333333333332
Longitude,-47.65
Codigo,2347049
Qtd. Anos,71
Ano,Maxima
1937,83
1944,38.7
1945,76.1
1947,66.2
1948,56.2
1949,89
1950,94.7
1951,78.5
1952,68.3
1953,72.8
1954,65.8
1955,79.5
1956,108.4
1957,84
1958,56.5
1959,81.2
1960,68.3
1961,60.3
1962,98.6
1963,78.6
1964,84.4
1965,72.8
1966,80.5
1967,63.7
1968,110
1969,53
1970,60.5
1971,55.6
1972,74.5
1973,74.6
1974,89.5
1975,69.4
1976,101.2
1977,142
1978,71.4
1979,115.2
1980,122.7
1981,86.1
1982,65.2
1983,58.2
1984,52.5
1985,42
1986,74.1
1987,82.2
1988,80.2
1989,79.3
1990,78.9
1991,77.8
1992,74.6
1993,95
1994,46.6
1995,59.8
1996,67.6
1997,92.3
1998,136.5
1999,60.8
2000,43.2
2001,107
2002,72.2
2003,70.1
2004,88.7
2005,151.4
2006,125.2
2007,53
2008,50.4
2009,105.7
2010,76
2011,103
2012,75.6
2013,61.5
2014,52.4
