UF,SP
Cidade,CAPIVARI
Nome Posto,USINA BOM RETIRO
Latitude,-22.883333333333333
Longitude,-47.45
Codigo,2247052
Qtd. Anos,52
Ano,Maxima
1953,64
1954,51
1955,89.2
1956,93.4
1957,72.3
1958,82.4
1959,71
1960,91.2
1961,81.2
1962,126
1963,91.2
1964,68.7
1965,79.8
1966,81.2
1967,49.2
1968,48.6
1969,42.4
1970,142.5
1971,49.8
1972,56.2
1973,64.3
1974,58.7
1975,56.5
1976,57.8
1977,51.3
1978,62
1979,60.7
1980,59.6
1981,58.3
1982,117.6
1983,112.1
1984,95.9
1985,45.4
1986,73.5
1987,53.7
1988,93.4
1989,72.5
1990,58.1
1991,97.9
1992,89.2
1993,88.4
1994,95.9
1995,117.7
1996,63.7
1997,81.1
1998,108.7
1999,70.1
2000,101
2001,90
2002,64.5
2003,82
2004,72
