UF,SP
Cidade,CANDIDO MOTA
Nome Posto,USINA PARI
Latitude,-22.883333333333333
Longitude,-50.333333333333336
Codigo,2250023
Qtd. Anos,77
Ano,Maxima
1938,30.1
1939,68.1
1940,76.1
1941,140.4
1942,141.7
1943,98.9
1944,60.4
1945,67.5
1946,88.4
1947,68.5
1948,53.7
1949,49.4
1950,76.4
1951,124.8
1952,131.3
1953,51.5
1954,75.4
1955,99.8
1956,82.5
1957,67.6
1958,55.7
1959,65.5
1960,100.7
1961,69.8
1962,72.5
1963,48.4
1964,69
1965,120.4
1966,89.5
1967,60.8
1968,43.2
1969,95.2
1970,101.1
1971,75.2
1972,112.2
1973,58.6
1974,88.6
1975,93.5
1976,76.2
1977,81.2
1978,70.9
1979,98.6
1980,115.4
1981,78.9
1982,94.2
1983,58.9
1984,70.3
1985,63.9
1986,76.9
1987,78.7
1988,84.6
1989,84
1990,69
1991,108.3
1992,60.2
1993,81.9
1994,189.1
1995,99.2
1996,74.8
1997,108.1
1998,57.6
1999,80.6
2000,74.2
2001,63.2
2002,70.3
2003,71.9
2004,90.3
2005,98.7
2006,78.9
2007,82.2
2008,99.2
2009,181.6
2010,61.3
2011,150.4
2012,232
2013,99.3
2014,81
