UF,SP
Cidade,CASA BRANCA
Nome Posto,LAGOA BRANCA
Latitude,-21.9
Longitude,-47.03333333333333
Codigo,2147113
Qtd. Anos,77
Ano,Maxima
1936,68.8
1937,87.3
1938,103
1939,31.3
1941,47.1
1942,62.5
1943,63.9
1944,59
1945,58.5
1946,47
1947,67
1948,80
1949,37
1950,75.5
1951,80
1952,73.3
1953,52
1954,89
1955,50
1956,50.5
1957,62.9
1958,74
1959,51
1960,51
1961,75
1962,90.2
1963,72
1964,70
1965,40
1967,15
1968,14
1969,56
1970,70
1971,60.7
1972,75.5
1973,49.1
1974,74.2
1975,66.6
1976,74.2
1977,61.8
1978,66.2
1979,54.7
1980,60.2
1981,99.6
1982,51.9
1983,84.5
1984,74.6
1985,71.2
1986,71.7
1987,65.5
1988,51.1
1989,85.8
1990,68.2
1991,61.8
1992,66.3
1993,68.9
1994,105.4
1995,95.2
1996,119.5
1997,67.2
1998,81.9
1999,109.5
2000,73.4
2001,76.3
2002,78.1
2003,77.1
2004,68.5
2005,71.5
2006,78.4
2007,103.8
2008,87.6
2009,90.1
2010,66.6
2011,74.9
2012,63.8
2013,69.9
2014,46
