UF,SP
Cidade,MIRANTE DO PARANAPANEMA
Nome Posto,CUIABA PAULISTA
Latitude,-22.3
Longitude,-52.083333333333336
Codigo,2252035
Qtd. Anos,45
Ano,Maxima
1970,39.1
1971,70.8
1972,73.1
1973,82
1974,72.2
1975,79.7
1976,70.3
1977,112.3
1978,65.5
1979,56.9
1980,143.8
1981,88.2
1982,81.3
1983,75.6
1984,70.8
1985,70.8
1986,55.2
1987,112.9
1988,68.5
1989,73.9
1990,108.2
1991,119.7
1992,81.3
1993,113.3
1994,52.1
1995,108.7
1996,98.3
1997,84
1998,74.5
1999,73.5
2000,59.1
2001,57.5
2002,82
2003,107
2004,60
2005,84
2006,145
2007,78.8
2008,50.5
2009,45
2010,94
2011,71
2012,140
2013,87
2014,46
