UF,SP
Cidade,CAMPINAS
Nome Posto,FAZENDA BOM RETIRO (US. S. BARB)
Latitude,-22.816666666666666
Longitude,-47.46666666666667
Codigo,2247043
Qtd. Anos,38
Ano,Maxima
1959,98.2
1960,99
1961,60
1962,176.4
1963,70.2
1964,52.8
1965,72.3
1966,84.2
1967,52.2
1968,71.3
1969,52
1970,112.2
1971,75.2
1972,81
1973,66.2
1974,65.1
1975,54.4
1976,72.3
1977,56.3
1978,55.1
1979,64.5
1980,89.3
1981,53.7
1982,83.6
1983,82.9
1984,82.2
1985,50.5
1986,61.1
1987,63.2
1988,74.5
1989,52.7
1990,64.2
1991,92.5
1992,62.5
1993,69.5
1994,91.1
1995,72.2
1996,91
