UF,SP
Cidade,COLOMBIA
Nome Posto,FAZENDA CAMPO GRANDE (CUTRALE)
Latitude,-20.25
Longitude,-48.81666666666667
Codigo,2048080
Qtd. Anos,41
Ano,Maxima
1974,48.1
1975,65.6
1976,91.8
1977,59
1978,92.1
1979,87.4
1980,86.4
1981,88.4
1982,104.1
1983,119
1984,69.2
1985,190
1986,88
1987,61.3
1988,74
1989,69.7
1990,62.1
1991,150
1992,117.2
1993,113.1
1994,69.6
1995,88.4
1996,61.8
1997,71
1998,54.7
1999,70
2000,109
2001,93.9
2002,129.8
2003,102.8
2004,110.8
2005,119.8
2006,120
2007,70
2008,120
2009,75
2010,102.8
2011,68.9
2012,68
2013,78
2014,36.6
