UF,SP
Cidade,SAO JOAO DA BOA VISTA
Nome Posto,SAO JOAO DA BOA VISTA
Latitude,-21.985
Longitude,-46.79527777777778
Codigo,2146013
Qtd. Anos,58
Ano,Maxima
1940,40.1
1941,73
1942,94
1943,63
1944,46.7
1961,95
1966,59.4
1967,70
1971,40.2
1972,59
1973,50
1974,70
1975,78.4
1976,67.8
1977,67
1978,99.9
1979,55.6
1980,70
1981,68.6
1982,86.4
1983,91
1984,87.5
1985,60.7
1986,77
1987,64.7
1988,54.4
1989,777.7
1990,58
1991,63.5
1992,71.6
1993,60
1994,73.3
1995,90.7
1996,67.6
1997,56.5
1998,70.3
1999,59
2000,73.5
2001,70.5
2002,88.7
2003,74
2004,89.5
2005,61.3
2006,86.4
2007,74.1
2008,60.1
2009,85.7
2010,71.6
2011,97.2
2012,61.9
2013,71
2014,71.2
2015,82.3
2016,93.7
2017,68.8
2018,54.1
2019,71.5
2020,49.3
