UF,SP
Cidade,ILHA COMPRIDA
Nome Posto,PEDRINHAS
Latitude,-24.9
Longitude,-47.8
Codigo,2447039
Qtd. Anos,42
Ano,Maxima
1959,29.4
1960,124.1
1961,179.3
1962,80
1963,222.4
1964,86.9
1965,141.3
1966,136
1967,146.9
1968,103.6
1969,82.9
1970,91.5
1971,98.8
1972,97.3
1973,96.8
1974,95
1975,240.8
1976,332.1
1977,107.4
1978,74.5
1979,236.8
1980,172.6
1981,146.6
1982,164.5
1983,165.8
1984,221
1985,137.2
1986,184
1987,124.8
1988,111.2
1989,194.1
1990,129.2
1991,278.8
1992,86.7
1993,113.7
1994,185.9
1995,205.6
1996,193.2
1997,145.6
1998,162.1
1999,152.3
2000,66.9
