UF,SP
Cidade,JALES
Nome Posto,JALES
Latitude,-20.3
Longitude,-50.55
Codigo,2050025
Qtd. Anos,56
Ano,Maxima
1959,72
1960,202.2
1961,64
1962,79
1963,65
1964,40
1965,52.1
1966,139
1967,62
1968,9
1969,8.2
1970,57
1971,91.6
1972,100.3
1973,60
1974,109.7
1975,87.8
1976,72.1
1977,59.7
1978,71.4
1979,92.3
1980,71.6
1981,85.8
1982,78
1983,80.8
1984,64.6
1985,68.2
1986,74.6
1987,46.9
1988,76.5
1989,138.1
1990,63.8
1991,96.7
1992,86.3
1993,54.3
1994,75.5
1995,94.1
1996,62.8
1997,88.5
1998,59.2
1999,76
2000,90.5
2001,101.7
2002,87.7
2003,102.1
2004,74.9
2005,126
2006,83.4
2007,68
2008,106.7
2009,71.6
2010,93.5
2011,69.9
2012,75.6
2013,50.9
2014,93.9
