UF,SP
Cidade,PARDINHO
Nome Posto,PARDINHO
Latitude,-23.083333333333332
Longitude,-48.38333333333333
Codigo,2348073
Qtd. Anos,45
Ano,Maxima
1970,42
1971,29.2
1972,94.7
1973,72.5
1974,107.6
1975,81.9
1976,85.4
1977,81.5
1978,96.4
1979,42.5
1980,61.4
1981,86.5
1982,85.6
1983,94.5
1984,82.4
1985,82.4
1986,78.6
1987,65.4
1988,59.7
1989,88.3
1990,79.8
1991,92.5
1992,48.5
1993,54.6
1994,48.7
1995,52.8
1996,48.7
1997,62.7
1998,52.7
1999,48.6
2000,51.9
2001,57.2
2002,86.2
2003,44.6
2004,64.5
2005,118.2
2006,50
2007,19
2008,54.2
2009,81.6
2010,57
2011,64.7
2012,107
2013,71.3
2014,69
