UF,SP
Cidade,SANTO ANDRE
Nome Posto,UTINGA
Latitude,-23.633333333333333
Longitude,-46.55
Codigo,2346293
Qtd. Anos,44
Ano,Maxima
1936,56.4
1937,50.6
1938,10
1939,18.2
1940,41.1
1941,41.1
1956,71.3
1957,67.8
1958,78.5
1959,52.5
1960,133
1961,53.3
1962,104
1963,72.3
1964,91.2
1965,79.1
1966,134
1967,91
1968,102.5
1969,75.5
1970,85.3
1971,87.2
1972,98
1973,59
1974,73.3
1975,57.4
1976,75.3
1977,105
1978,89.3
1979,85.1
1980,83.1
1981,67.5
1982,70.5
1983,116.1
1984,98.1
1985,69.5
1986,74.3
1987,119.9
1988,83.3
1989,60.5
1990,61.5
1991,111.3
1992,92.1
1993,60.4
