UF,SP
Cidade,PARAIBUNA
Nome Posto,PARAIBUNA
Latitude,-23.393333333333334
Longitude,-45.66083333333333
Codigo,2345102
Qtd. Anos,66
Ano,Maxima
1927,27
1928,45
1929,91
1930,52
1931,70
1932,60
1933,100
1934,65
1935,69
1936,67
1937,43
1938,68
1939,55
1940,64.2
1941,52.4
1942,79
1943,52.2
1944,85
1945,76.8
1946,50.8
1947,84.6
1948,73
1949,62
1950,76.4
1951,82
1952,64.4
1953,49.4
1954,40
1955,86
1956,56
1957,53.2
1958,130.6
1959,73
1960,72
1961,44
1962,81.2
1963,52
1975,46
1976,44.4
1977,76.4
1978,72.4
1979,51.8
1980,43.4
1981,54
1982,65.6
1983,60.8
1984,59
1985,56.8
1986,63.8
1987,66
1988,64.2
1989,58.6
1990,42
1991,90
1992,60
1993,55
1994,59
1995,62
1996,72
1997,47
1998,44
1999,54
2000,81
2001,85
2002,104
2003,66
