UF,SP
Cidade,AGUAI
Nome Posto,AGUAI
Latitude,-22.03777777777778
Longitude,-46.965
Codigo,2246003
Qtd. Anos,55
Ano,Maxima
1966,136
1967,59.2
1968,59.6
1969,39.7
1970,115.8
1971,82
1972,130
1973,75.4
1974,43
1975,112
1976,94
1977,113.6
1978,63
1979,87.9
1980,87.8
1981,70.8
1982,82.6
1983,123.2
1984,63.8
1985,77.1
1986,86
1987,66.4
1988,58
1989,61.2
1990,63
1991,84.8
1992,70.2
1993,93.2
1994,61.2
1995,85.4
1996,89.4
1997,47.3
1998,72
1999,100.6
2000,73
2001,71.4
2002,63.2
2003,45.8
2004,85.9
2005,64.8
2006,104.7
2007,71.2
2008,203
2009,84.1
2010,62.6
2011,61.5
2012,107
2013,73
2014,70
2015,114.8
2016,73.9
2017,76.9
2018,64.7
2019,63.3
2020,74.8
