UF,SP
Cidade,AGUDOS
Nome Posto,PAULISTANIA
Latitude,-22.583333333333332
Longitude,-49.4
Codigo,2249025
Qtd. Anos,46
Ano,Maxima
1970,62.5
1971,75
1972,116.9
1973,76.8
1974,97.2
1975,67.7
1976,73.3
1977,128.3
1978,72.5
1979,62
1980,48.5
1981,70.6
1982,89.3
1983,97.6
1984,83
1985,112
1986,80.2
1987,120
1988,74
1989,86.2
1990,77
1991,76.2
1992,85.5
1993,67.5
1994,80
1995,72
1996,52.2
1997,69.6
1998,75.2
1999,77
2000,70.7
2001,61.2
2002,70.5
2003,90.3
2004,90
2005,62.3
2006,208
2007,58
2008,88
2009,79.3
2010,67.6
2011,79.7
2012,80.2
2013,105.7
2014,91.1
2015,83
