UF,SP
Cidade,COLINA
Nome Posto,COLINA
Latitude,-20.733333333333334
Longitude,-48.55
Codigo,2048021
Qtd. Anos,77
Ano,Maxima
1938,88.8
1939,116
1940,82
1941,84.5
1942,122
1943,90
1944,65
1945,73.3
1946,52
1947,80
1948,47
1949,90
1950,92.3
1951,70
1952,95
1953,67.8
1954,65.7
1955,46.4
1956,93.2
1957,78
1958,68.1
1959,77.6
1960,105.5
1961,57
1962,95
1963,36
1964,129
1965,61.5
1966,82.5
1967,66
1968,94.5
1969,110
1970,66
1971,92.5
1972,118
1973,91.6
1974,88.2
1975,100.8
1976,76.5
1977,67
1978,73.6
1979,64.8
1980,78.4
1981,68.2
1982,51.9
1983,95.1
1984,118.8
1985,70.6
1986,87.6
1987,137.4
1988,66
1989,77
1990,65.5
1991,85.2
1992,72.5
1993,45.3
1994,66.6
1995,82
1996,83.5
1997,68.5
1998,105.6
1999,67.8
2000,86.2
2001,66.2
2002,80
2003,70.2
2004,76.6
2005,91.4
2006,72.2
2007,81.6
2008,78.9
2009,90.3
2010,84.6
2011,92.3
2012,65.6
2013,67
2014,85
