UF,SP
Cidade,ARACATUBA
Nome Posto,AGUA LIMPA
Latitude,-21.333333333333332
Longitude,-50.516666666666666
Codigo,2150017
Qtd. Anos,49
Ano,Maxima
1970,105
1971,74.3
1972,62.6
1973,54.6
1974,55.7
1975,86.8
1976,86.6
1977,96.4
1978,91.6
1979,76.5
1980,100.2
1981,87.9
1982,64.8
1983,75.3
1984,76.4
1985,90
1986,95.4
1987,84.3
1988,124.1
1989,108.2
1990,68.6
1991,125.8
1992,51.6
1993,70.4
1994,76.8
1995,54
1996,148.2
1997,101.5
1998,102.4
1999,108.5
2000,71.5
2001,94.2
2002,108.7
2003,109.3
2004,83.5
2005,63.9
2006,50.5
2007,120
2008,57.1
2009,131
2010,6.5
2011,74.5
2012,62
2013,60.4
2014,57.2
2015,32
2016,76.9
2017,101.8
2018,25.6
