UF,SP
Cidade,IGARATA
Nome Posto,IGARATA
Latitude,-23.2
Longitude,-46.15
Codigo,2346344
Qtd. Anos,43
Ano,Maxima
1972,51.2
1973,77.9
1974,41.5
1975,57.7
1976,57.7
1977,65.8
1978,80.5
1979,52.5
1980,64
1981,57.9
1982,115.1
1983,67.2
1984,59.7
1985,60.9
1986,71.3
1987,88.4
1988,80.5
1989,85.4
1990,53.6
1991,75.8
1992,54.7
1993,70.3
1994,90
1995,78.4
1996,73.2
1997,82.1
1998,58.3
1999,71.8
2000,58.4
2001,67.4
2002,64.7
2003,76.2
2004,89.7
2005,95.6
2006,62.6
2007,52.3
2008,88.9
2009,128.6
2010,89.6
2011,103.6
2012,63.1
2013,37.5
2014,40.5
