UF,SP
Cidade,MIRANDOPOLIS
Nome Posto,TERCEIRA ALIANCA
Latitude,-20.916666666666668
Longitude,-51.016666666666666
Codigo,2051033
Qtd. Anos,42
Ano,Maxima
1958,36.3
1959,57.2
1960,77.5
1961,66.5
1962,66.8
1963,71.7
1964,54
1965,75.4
1966,75.3
1967,74
1968,99.8
1969,100.5
1970,98
1971,80
1972,179
1973,95
1974,75.9
1975,54
1976,62.7
1977,123
1978,58.5
1979,63.8
1980,59.1
1981,81
1982,57.5
1983,72.6
1984,84.4
1985,105.5
1986,54.1
1987,59.8
1988,65
1989,89.1
1990,82.7
1991,80.2
1992,133
1993,96
1994,91.1
1995,118.1
1996,127
1997,127.7
1998,70.3
1999,79
