UF,SP
Cidade,SAO BERNARDO DO CAMPO
Nome Posto,RUDGE RAMOS
Latitude,-23.666666666666668
Longitude,-46.56666666666667
Codigo,2346056
Qtd. Anos,47
Ano,Maxima
1966,84.2
1967,75.4
1968,63.2
1969,57.8
1970,77.6
1971,112.7
1972,84.6
1973,72
1974,71.6
1975,65.1
1976,80.4
1977,78.3
1978,68.7
1979,42.7
1980,90.4
1981,72.6
1982,62.1
1984,79
1985,75.3
1986,75.2
1987,94.2
1988,69.3
1989,87.6
1990,60
1991,140.3
1992,8.9
1994,49.2
1995,74.8
1996,73.3
1997,62.7
1998,118
1999,43.9
2000,117.1
2001,98.5
2002,91.5
2003,40
2004,62.2
2005,139
2006,13
2007,14
2008,14
2009,24
2010,48
2011,32
2012,60
2013,30
2014,36
