UF,SP
Cidade,ITAPETININGA
Nome Posto,FAZENDA SAO JOSE DO BOM RETIRO
Latitude,-23.783333333333335
Longitude,-48.35
Codigo,2348026
Qtd. Anos,43
Ano,Maxima
1970,18.8
1971,51
1972,79
1973,121.3
1974,80.7
1975,87.6
1976,86.1
1977,92
1978,80.5
1979,59.2
1980,88.7
1981,55.7
1982,83.1
1983,66.5
1984,96.6
1985,42.2
1986,113.2
1987,70.3
1988,78.1
1989,74.5
1990,113.5
1991,95.7
1992,95.5
1993,45.1
1994,79.2
1995,45.3
1996,74.3
1997,68.2
1998,120
1999,105.9
2000,82.6
2001,104.5
2002,99
2003,98
2004,134
2005,165
2006,124
2007,80
2008,65
2009,110
2010,55
2011,59
2012,121
