UF,SP
Cidade,VOTUPORANGA
Nome Posto,PARISI
Latitude,-20.3
Longitude,-50.016666666666666
Codigo,2050009
Qtd. Anos,46
Ano,Maxima
1969,51.3
1970,44.3
1971,68.3
1972,103.2
1973,55.2
1974,116.4
1975,58.3
1976,98.4
1977,126.6
1978,122.5
1979,67.4
1980,107.7
1981,72.8
1982,57.6
1983,93.3
1984,62.7
1985,100.5
1986,93.2
1987,51.4
1988,86.4
1989,103.2
1990,88.3
1991,110.6
1992,66.7
1993,61.1
1994,68.4
1995,91
1996,46.2
1997,67
1998,72.5
1999,110.8
2000,116.5
2001,103.3
2002,71.6
2003,74.4
2004,138
2005,106.2
2006,65.1
2007,91.7
2008,122.5
2009,95.3
2010,61.1
2011,92.3
2012,72.7
2013,75.3
2014,71.1
