UF,SP
Cidade,CABRALIA PAULISTA
Nome Posto,CABRALIA PAULISTA
Latitude,-22.45
Longitude,-49.31666666666667
Codigo,2249023
Qtd. Anos,77
Ano,Maxima
1938,40.8
1939,122.8
1940,80.1
1941,70.3
1942,42.3
1943,58
1944,54.8
1945,78.9
1946,77.5
1947,126
1948,97.3
1949,60.2
1950,56.9
1951,76.2
1952,111.2
1953,72.3
1954,81
1955,51
1956,65
1957,72
1958,96.5
1959,75
1960,50.2
1961,68.4
1962,80.2
1963,57.4
1964,60.3
1965,71.3
1966,46
1967,111.5
1968,95
1969,68.2
1970,90
1971,80.6
1972,140
1973,50.3
1974,90.3
1975,66.7
1976,73.7
1977,155.2
1978,59.9
1979,80
1980,55.7
1981,57
1982,147.7
1983,89.6
1984,64
1985,70.3
1986,80
1987,66.8
1988,83.2
1989,104
1990,65.5
1991,75
1992,94.1
1993,48.3
1994,92.7
1995,84.8
1996,29.3
1997,42.4
1998,82
1999,61
2000,84.2
2001,115
2002,92
2003,70
2004,68
2005,107
2006,160
2007,71
2008,81.5
2009,86.5
2010,140
2011,72.4
2012,62
2013,73.1
2014,115.3
