UF,SP
Cidade,JAGUARIUNA
Nome Posto,JAGUARIUNA
Latitude,-22.70861111111111
Longitude,-46.98694444444445
Codigo,2247055
Qtd. Anos,79
Ano,Maxima
1942,41
1943,80.2
1944,71.8
1945,77.2
1946,70.6
1947,111
1948,79.8
1949,74.2
1950,59.2
1951,113.6
1952,60.8
1953,50.4
1954,92.4
1955,97.3
1956,46.1
1957,73.6
1958,76.4
1959,60.2
1960,61.2
1961,51.9
1962,97.4
1963,103.4
1964,74.4
1965,93.3
1966,63
1967,49.4
1968,51.8
1969,54
1970,105.3
1971,56
1972,73.3
1973,62
1974,180
1975,82
1976,104.6
1977,53
1978,83.6
1979,62.5
1980,64.2
1981,70.5
1982,75.4
1983,125
1984,65.7
1985,83.8
1986,120.3
1987,79.5
1988,85.3
1989,62.3
1990,67.4
1991,56.7
1992,87.5
1993,43.8
1994,90.9
1995,57.1
1996,80.4
1997,68.9
1998,75.4
1999,120.8
2000,72.6
2001,96.2
2002,118.2
2003,83
2004,78.5
2005,129.6
2006,107.5
2007,61.9
2008,80.5
2009,72.7
2010,66.5
2011,94.3
2012,87.6
2013,44.2
2014,75.1
2015,78.1
2016,50
2017,68.4
2018,62.2
2019,137.7
2020,66.9
