UF,SP
Cidade,ANDRADINA
Nome Posto,ANDRADINA
Latitude,-20.916666666666668
Longitude,-51.36666666666667
Codigo,2051012
Qtd. Anos,71
Ano,Maxima
1944,43.8
1945,52.5
1946,87.2
1947,80.2
1948,73.3
1949,90.9
1950,97.6
1951,96.2
1952,70.5
1953,63
1954,64
1955,95
1956,80.7
1957,60.8
1958,75
1959,85.6
1960,104
1961,55.3
1962,70.4
1963,54
1964,83
1965,88
1966,137
1967,72
1968,96
1969,47
1970,65
1971,54.3
1972,79.1
1973,119.3
1974,106.3
1975,73.7
1976,85.5
1977,64.3
1978,109.7
1979,73.9
1980,85.8
1981,85.9
1982,43.1
1983,90
1984,102.2
1985,97
1986,69.4
1987,83.7
1988,78.6
1989,79
1990,77.5
1991,72.5
1992,70.2
1993,74.1
1994,82.4
1995,68.4
1996,69.2
1997,77
1998,77.1
1999,56.4
2000,42.8
2001,88.2
2002,75.5
2003,96.8
2004,134.3
2005,83.5
2006,126.7
2007,68
2008,69.6
2009,71.8
2010,95.9
2011,130
2012,64.7
2013,70
2014,43.5
