UF,SP
Cidade,DOIS CORREGOS
Nome Posto,DOIS CORREGOS
Latitude,-22.366666666666667
Longitude,-48.38333333333333
Codigo,2248016
Qtd. Anos,64
Ano,Maxima
1936,83.9
1937,87
1938,133.4
1939,42.5
1940,57.2
1941,156.5
1942,60.5
1943,77.1
1944,36
1945,104
1946,43
1947,72
1948,146
1949,78.4
1950,84
1951,76
1952,54
1953,55
1954,61
1955,40.6
1956,66.4
1957,60
1958,76
1959,74.7
1960,170.6
1961,60.4
1962,89
1963,80
1964,82.5
1965,99.5
1966,70
1967,59.5
1968,50
1969,68
1970,118.5
1971,76.1
1972,85.6
1973,46.1
1974,133.2
1975,79.5
1976,63.5
1977,72.2
1978,116.5
1979,60.4
1980,100.2
1981,74.3
1982,77.9
1983,68.9
1984,67.6
1985,71.9
1986,54.4
1987,111.6
1988,89.9
1989,70.3
1990,73.6
1991,59.2
1992,63.6
1993,51.3
1994,58.9
1995,76.9
1996,77.4
1997,56.3
1998,91.5
1999,102.3
